scientificName,n_prot_areas,mean_coverage,taxonKey,kingdom,phylum,order,class,genus,family,species,rank,includes
Populus balsamifera L.,33,0.03984718017994911,3040184,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Populus,Salicaceae,Populus balsamifera,SPECIES,3040184: Populus balsamifera L. | 3806052: Populus balsamifera subsp. trichocarpa (Torr. & A.Gray) Brayshaw | 6362904: Populus trichocarpa Torr. & Gray ex Hooker
"Arion vulgaris Moquin-Tandon, 1855",33,0.03728459933389202,7540164,Animalia,Mollusca,Stylommatophora,Gastropoda,Arion,Arionidae,Arion vulgaris,SPECIES,"7540164: Arion vulgaris Moquin-Tandon, 1855"
Securigera varia (L.) Lassen,33,0.035456149665201005,5350000,Plantae,Tracheophyta,Fabales,Magnoliopsida,Securigera,Fabaceae,Securigera varia,SPECIES,5350000: Securigera varia (L.) Lassen | 5350005: Coronilla varia L.
"Pontastacus leptodactylus (Eschscholtz, 1823)",33,0.035347282775674206,8946295,Animalia,Arthropoda,Decapoda,Malacostraca,Pontastacus,Astacidae,Pontastacus leptodactylus,SPECIES,"4417551: Astacus leptodactylus Eschscholtz, 1823 | 8946295: Pontastacus leptodactylus (Eschscholtz, 1823)"
Galinsoga parviflora Cav.,32,0.04221423896530834,3132570,Plantae,Tracheophyta,Asterales,Magnoliopsida,Galinsoga,Asteraceae,Galinsoga parviflora,SPECIES,3132570: Galinsoga parviflora Cav.
Trifolium incarnatum L.,31,0.037068680526657946,5359378,Plantae,Tracheophyta,Fabales,Magnoliopsida,Trifolium,Fabaceae,Trifolium incarnatum,SPECIES,5359378: Trifolium incarnatum L. | 5359380: Trifolium incarnatum subsp. molinerii (Hornem.) Syme | 7067596: Trifolium incarnatum subsp. incarnatum
Phacelia tanacetifolia Benth.,30,0.03963048351946583,2928226,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Phacelia,Hydrophyllaceae,Phacelia tanacetifolia,SPECIES,2928226: Phacelia tanacetifolia Benth.
Allium schoenoprasum L.,30,0.035509487805364726,2855860,Plantae,Tracheophyta,Asparagales,Liliopsida,Allium,Amaryllidaceae,Allium schoenoprasum,SPECIES,2855860: Allium schoenoprasum L.
Galega officinalis L.,30,0.03087985658902889,2975667,Plantae,Tracheophyta,Fabales,Magnoliopsida,Galega,Fabaceae,Galega officinalis,SPECIES,2975667: Galega officinalis L.
Muscari armeniacum Baker,30,0.030296421878818636,2772174,Plantae,Tracheophyta,Asparagales,Liliopsida,Muscari,Asparagaceae,Muscari armeniacum,SPECIES,2772174: Muscari armeniacum Baker
Cornus sericea L.,28,0.04706021168732599,3082244,Plantae,Tracheophyta,Cornales,Magnoliopsida,Cornus,Cornaceae,Cornus sericea,SPECIES,3082244: Cornus sericea L.
Amelanchier lamarckii F.G.Schroed.,28,0.042755678711487784,3024109,Plantae,Tracheophyta,Rosales,Magnoliopsida,Amelanchier,Rosaceae,Amelanchier lamarckii,SPECIES,3024109: Amelanchier lamarckii F.G.Schroed.
Lepidium virginicum L.,28,0.037819051625857594,5376648,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Lepidium,Brassicaceae,Lepidium virginicum,SPECIES,5376648: Lepidium virginicum L.
Alcea rosea L.,28,0.033500786835839666,5406789,Plantae,Tracheophyta,Malvales,Magnoliopsida,Alcea,Malvaceae,Alcea rosea,SPECIES,5406789: Alcea rosea L. | 5406791: Alcea ficifolia L. | 8271405: Alcea rosea subsp. ficifolia (L.) Govaerts
Antirrhinum majus L.,28,0.026771659582918206,3172001,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Antirrhinum,Plantaginaceae,Antirrhinum majus,SPECIES,3172001: Antirrhinum majus L.
Phalaris arundinacea L.,27,0.06506537800327163,5289756,Plantae,Tracheophyta,Poales,Liliopsida,Phalaris,Poaceae,Phalaris arundinacea,SPECIES,5289756: Phalaris arundinacea L. | 5289757: Phalaris arundinacea var. picta L.
"Dreissena polymorpha (Pallas, 1771)",27,0.0516840753831795,2287072,Animalia,Mollusca,Myida,Bivalvia,Dreissena,Dreissenidae,Dreissena polymorpha,SPECIES,"2287072: Dreissena polymorpha (Pallas, 1771)"
Triticum aestivum L.,27,0.04969967088111516,7795888,Plantae,Tracheophyta,Poales,Liliopsida,Triticum,Poaceae,Triticum aestivum,SPECIES,2706402: Triticum spelta L. | 7795888: Triticum aestivum L.
Potentilla indica (Andrews) T.Wolf,27,0.04861521928279133,8591421,Plantae,Tracheophyta,Rosales,Magnoliopsida,Potentilla,Rosaceae,Potentilla indica,SPECIES,3031919: Duchesnea indica (Andr.) Focke | 3031919: Duchesnea indica (Andrews) Focke | 7221004: Potentilla indica var. indica | 8591421: Potentilla indica (Andrews) T.Wolf
Laburnum anagyroides Medik.,27,0.04708434397699832,5356345,Plantae,Tracheophyta,Fabales,Magnoliopsida,Laburnum,Fabaceae,Laburnum anagyroides,SPECIES,5356345: Laburnum anagyroides Medik.
Silene coronaria (L.) Clairv.,27,0.045338738958433294,5384741,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Silene,Caryophyllaceae,Silene coronaria,SPECIES,3085878: Lychnis coronaria (L.) Desr. | 5384741: Silene coronaria (L.) Clairv. | 7529453: Silene coronaria (L.) Clairv. ex Rchb.
Calendula officinalis L.,27,0.03487777268905262,5391480,Plantae,Tracheophyta,Asterales,Magnoliopsida,Calendula,Asteraceae,Calendula officinalis,SPECIES,5391480: Calendula officinalis L.
Pastinaca sativa subsp. urens (Req. ex Godr.) Celak.,27,0.03419742120365426,7466434,Plantae,Tracheophyta,Apiales,Magnoliopsida,Pastinaca,Apiaceae,Pastinaca sativa,SUBSPECIES,7466434: Pastinaca sativa subsp. urens (Req. ex Godr.) Celak.
Amaranthus retroflexus L.,27,0.029404117094798364,6109534,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Amaranthus,Amaranthaceae,Amaranthus retroflexus,SPECIES,6109534: Amaranthus retroflexus L.
Populus canescens Sm.,26,0.05813231289526095,3040185,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Populus,Salicaceae,Populus canescens,SPECIES,3040185: Populus canescens Sm.
"Erigeron annuus (L.) Desf., 1804",26,0.04275906894920574,8392258,Plantae,Tracheophyta,Asterales,Magnoliopsida,Erigeron,Asteraceae,Erigeron annuus,SPECIES,"6298108: Erigeron annuus var. annuus | 8341904: Stenactis annua (L.) Cass. ex Less., 1832 | 8392258: Erigeron annuus (L.) Desf. | 8392258: Erigeron annuus (L.) Desf., 1804"
Foeniculum vulgare Mill.,26,0.03699708353527002,3034922,Plantae,Tracheophyta,Apiales,Magnoliopsida,Foeniculum,Apiaceae,Foeniculum vulgare,SPECIES,3034922: Foeniculum vulgare Mill.
Digitaria sanguinalis (L.) Scop.,26,0.03568913703750039,5289972,Plantae,Tracheophyta,Poales,Liliopsida,Digitaria,Poaceae,Digitaria sanguinalis,SPECIES,5289972: Digitaria sanguinalis (L.) Scop. | 5675253: Digitaria sanguinalis subsp. pectiniformis Henrard | 7931699: Digitaria sanguinalis var. sanguinalis
Prunus cerasifera Ehrh.,26,0.03465470573825102,3021730,Plantae,Tracheophyta,Rosales,Magnoliopsida,Prunus,Rosaceae,Prunus cerasifera,SPECIES,3021730: Prunus cerasifera Ehrh. | 7272186: Prunus cerasifera var. cerasifera | 7475202: Prunus cerasifera f. atropurpurea Diffel | 8211558: Prunus cerasifera var. pissardii (Carriere) L.H.Bailey
Solanum lycopersicum L.,26,0.0331485601475666,2930137,Plantae,Tracheophyta,Solanales,Magnoliopsida,Solanum,Solanaceae,Solanum lycopersicum,SPECIES,2930137: Solanum lycopersicum L. | 2930181: Lycopersicon esculentum Miller | 7138550: Lycopersicon esculentum var. esculentum
Abies alba Mill.,26,0.028611459541332308,2685484,Plantae,Tracheophyta,Pinales,Pinopsida,Abies,Pinaceae,Abies alba,SPECIES,2685484: Abies alba Mill.
Polemonium caeruleum L.,25,0.03916435974978978,2927850,Plantae,Tracheophyta,Ericales,Magnoliopsida,Polemonium,Polemoniaceae,Polemonium caeruleum,SPECIES,2927850: Polemonium caeruleum L.
Bunias orientalis L.,25,0.03319017502196008,3050364,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Bunias,Brassicaceae,Bunias orientalis,SPECIES,3050364: Bunias orientalis L.
"Boettgerilla pallens Simroth, 1912",24,0.0399073842256015,4567717,Animalia,Mollusca,Stylommatophora,Gastropoda,Boettgerilla,Boettgerillidae,Boettgerilla pallens,SPECIES,"4567717: Boettgerilla pallens Simroth, 1912"
Abies grandis (Douglas ex D.Don) Lindl.,24,0.03813219425341559,2685361,Plantae,Tracheophyta,Pinales,Pinopsida,Abies,Pinaceae,Abies grandis,SPECIES,2685361: Abies grandis (Douglas ex D.Don) Lindl.
Erythranthe guttata (DC.) G.L.Nesom,24,0.03664811784514362,7346102,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Erythranthe,Phrymaceae,Erythranthe guttata,SPECIES,6070603: Mimulus guttatus Fisch. ex DC.
Myrrhis odorata Scop.,24,0.03519868840028919,3034681,Plantae,Tracheophyta,Apiales,Magnoliopsida,Myrrhis,Apiaceae,Myrrhis odorata,SPECIES,3034681: Myrrhis odorata Scop.
Spiraea ×billardii Hérincq,24,0.024657947199944786,7889822,Plantae,Tracheophyta,Rosales,Magnoliopsida,Spiraea,Rosaceae,Spiraea billardii,SPECIES,3026444: Spiraea ×pseudosalicifolia Silverside | 7889822: Spiraea ×billardii Hérincq
"Trachemys scripta troostii (Holbrook, 1836)",23,0.05568109688201045,6157035,Animalia,Chordata,Testudines,Reptilia,Trachemys,Emydidae,Trachemys scripta,SUBSPECIES,"6157035: Trachemys scripta troostii (Holbrook, 1836)"
Ligustrum ovalifolium Hassk.,23,0.04192682964478843,3172291,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Ligustrum,Oleaceae,Ligustrum ovalifolium,SPECIES,3172291: Ligustrum ovalifolium Hassk.
Inula helenium L.,23,0.04158931707768274,3148340,Plantae,Tracheophyta,Asterales,Magnoliopsida,Inula,Asteraceae,Inula helenium,SPECIES,3148340: Inula helenium L.
"Oncorhynchus mykiss (Walbaum, 1792)",23,0.0289608829218466,5204019,Animalia,Chordata,Salmoniformes,Actinopterygii,Oncorhynchus,Salmonidae,Oncorhynchus mykiss,SPECIES,"5204019: Oncorhynchus mykiss (Walbaum, 1792)"
Angelica archangelica L.,22,0.05371512675695306,5371808,Plantae,Tracheophyta,Apiales,Magnoliopsida,Angelica,Apiaceae,Angelica archangelica,SPECIES,5371808: Angelica archangelica L.
Chamaecyparis lawsoniana Parl.,22,0.035599607229384045,2683866,Plantae,Tracheophyta,Pinales,Pinopsida,Chamaecyparis,Cupressaceae,Chamaecyparis lawsoniana,SPECIES,2683866: Chamaecyparis lawsoniana Parl.
Potentilla norvegica L.,22,0.0326414771753795,5365305,Plantae,Tracheophyta,Rosales,Magnoliopsida,Potentilla,Rosaceae,Potentilla norvegica,SPECIES,5365305: Potentilla norvegica L. | 5365312: Potentilla norvegica subsp. hirsuta (Michx.) Hyl. | 5365321: Potentilla norvegica subsp. monspeliensis (L.) Aschers. & Graebn. | 8042863: Potentilla norvegica var. norvegica
"Crangonyx pseudogracilis Bousfield, 1958",22,0.031388837540142864,2217982,Animalia,Arthropoda,Amphipoda,Malacostraca,Crangonyx,Crangonyctidae,Crangonyx pseudogracilis,SPECIES,"2217982: Crangonyx pseudogracilis Bousfield, 1958"
Potentilla intermedia L.,22,0.031135598614058096,5365705,Plantae,Tracheophyta,Rosales,Magnoliopsida,Potentilla,Rosaceae,Potentilla intermedia,SPECIES,5365705: Potentilla intermedia L.
Acer negundo L.,22,0.0291690787607806,3189866,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Acer,Sapindaceae,Acer negundo,SPECIES,3189866: Acer negundo L.
Rhododendron ponticum L.,21,0.0515562428118885,7327990,Plantae,Tracheophyta,Ericales,Magnoliopsida,Rhododendron,Ericaceae,Rhododendron ponticum,SPECIES,7327990: Rhododendron ponticum L.
Geranium macrorrhizum L.,21,0.043004640647079484,2891079,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium macrorrhizum,SPECIES,2891079: Geranium macrorrhizum L.
Avena sativa L.,21,0.025616991945813752,2705290,Plantae,Tracheophyta,Poales,Liliopsida,Avena,Poaceae,Avena sativa,SPECIES,2705290: Avena sativa L. | 7432992: Avena sativa var. sativa
Spiraea alba Du Roi,21,0.022427742502959185,3026585,Plantae,Tracheophyta,Rosales,Magnoliopsida,Spiraea,Rosaceae,Spiraea alba,SPECIES,3026585: Spiraea alba Du Roi
Carex pendula Huds.,20,0.12933077486441588,2722051,Plantae,Tracheophyta,Poales,Liliopsida,Carex,Cyperaceae,Carex pendula,SPECIES,2722051: Carex pendula Huds.
"Armoracia rusticana P.Gaertn., B.Mey. & Scherb.",20,0.05301420431959229,3041022,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Armoracia,Brassicaceae,Armoracia rusticana,SPECIES,"3041022: Armoracia rusticana G.Gaertn., B.Mey. & Scherb. | 3041022: Armoracia rusticana P.Gaertn., B.Mey. & Scherb. | 3690611: Armoracia rustica Schur | 5373398: Cochlearia armoracia L."
"Corbicula fluminea (O.F.Müller, 1774)",20,0.04796978287004971,8190231,Animalia,Mollusca,Venerida,Bivalvia,Corbicula,Cyrenidae,Corbicula fluminea,SPECIES,"8190231: Corbicula fluminea (O.F.Müller, 1774)"
Ambrosia artemisiifolia L.,20,0.0397199245679434,8002952,Plantae,Tracheophyta,Asterales,Magnoliopsida,Ambrosia,Asteraceae,Ambrosia artemisiifolia,SPECIES,3110599: Ambrosia elatior L. | 8002952: Ambrosia artemisiifolia L.
Linum usitatissimum L.,20,0.03827975266264069,2873861,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Linum,Linaceae,Linum usitatissimum,SPECIES,2873861: Linum usitatissimum L.
Ribes sanguineum Pursh,20,0.033024689779428816,2986130,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Ribes,Grossulariaceae,Ribes sanguineum,SPECIES,2986130: Ribes sanguineum Pursh
Reynoutria sachalinensis Nakai,20,0.032473692291621906,2889088,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Reynoutria,Polygonaceae,Reynoutria sachalinensis,SPECIES,2889088: Reynoutria sachalinensis Nakai | 5334293: Fallopia sachalinensis (Friedrich Schmidt Petrop.) Ronse Decraene
Narcissus poeticus L.,20,0.031246445940080445,2858581,Plantae,Tracheophyta,Asparagales,Liliopsida,Narcissus,Amaryllidaceae,Narcissus poeticus,SPECIES,2858581: Narcissus poeticus L.
Fagopyrum esculentum Moench,20,0.030771263243683768,2889373,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Fagopyrum,Polygonaceae,Fagopyrum esculentum,SPECIES,2889373: Fagopyrum esculentum Moench | 5334482: Polygonum fagopyrum L.
"Acheta domesticus (Linnaeus, 1758)",20,0.02788203380446642,1718308,Animalia,Arthropoda,Orthoptera,Insecta,Acheta,Gryllidae,Acheta domesticus,SPECIES,"1718308: Acheta domesticus (Linnaeus, 1758)"
Portulaca oleracea L.,20,0.02516308066078093,3084719,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Portulaca,Portulacaceae,Portulaca oleracea,SPECIES,3084719: Portulaca oleracea L. | 6388110: Portulaca oleracea subsp. oleracea
"Hygromia cinctella (Draparnaud, 1801)",19,0.08595347612729302,4565039,Animalia,Mollusca,Stylommatophora,Gastropoda,Hygromia,Hygromiidae,Hygromia cinctella,SPECIES,"4565039: Hygromia cinctella (Draparnaud, 1801)"
Ribes alpinum L.,19,0.05109810625236212,2986184,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Ribes,Grossulariaceae,Ribes alpinum,SPECIES,2986184: Ribes alpinum L.
Vicia sativa subsp. sativa,19,0.04172292027198011,7068379,Plantae,Tracheophyta,Fabales,Magnoliopsida,Vicia,Fabaceae,Vicia sativa,SUBSPECIES,7068379: Vicia sativa subsp. sativa
Myriophyllum aquaticum (Vell.) Verdc.,19,0.03572702845364824,5361785,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Myriophyllum,Haloragaceae,Myriophyllum aquaticum,SPECIES,5361785: Myriophyllum aquaticum (Vell.) Verdc.
"Echinogammarus berilloni (Catta, 1878)",19,0.03242278034476279,4315760,Animalia,Arthropoda,Amphipoda,Malacostraca,Echinogammarus,Gammaridae,Echinogammarus berilloni,SPECIES,"4315760: Echinogammarus berilloni (Catta, 1878)"
Arabidopsis arenosa subsp. arenosa,19,0.0290128126564483,7068732,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Arabidopsis,Brassicaceae,Arabidopsis arenosa,SUBSPECIES,7292249: Cardaminopsis arenosa subsp. arenosa | 3052513: Cardaminopsis arenosa (L.) Hayek | 5377115: Arabis arenosa (L.) Scop. | 7068732: Arabidopsis arenosa subsp. arenosa
Sempervivum tectorum L.,19,0.027152973727183755,2985949,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Sempervivum,Crassulaceae,Sempervivum tectorum,SPECIES,2985949: Sempervivum tectorum L.
"Nyctereutes procyonoides (Gray, 1834)",19,0.026547040019830742,2434552,Animalia,Chordata,Carnivora,Mammalia,Nyctereutes,Canidae,Nyctereutes procyonoides,SPECIES,"2434552: Nyctereutes procyonoides (Gray, 1834)"
"Cernuella neglecta (Draparnaud, 1805)",18,0.05993512984722206,4565061,Animalia,Mollusca,Stylommatophora,Gastropoda,Cernuella,Geomitridae,Cernuella neglecta,SPECIES,"4565061: Cernuella neglecta (Draparnaud, 1805)"
Berteroa incana DC.,18,0.0417287553716005,3053522,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Berteroa,Brassicaceae,Berteroa incana,SPECIES,3053522: Berteroa incana DC. | 3053529: Alyssum incanum L.
"Aproceros leucopoda Takeuchi, 1939",18,0.0393849981673717,8599762,Animalia,Arthropoda,Hymenoptera,Insecta,Aproceros,Argidae,Aproceros leucopoda,SPECIES,"8599762: Aproceros leucopoda Takeuchi, 1939"
Tsuga heterophylla Sarg.,18,0.03397656116739112,2687210,Plantae,Tracheophyta,Pinales,Pinopsida,Tsuga,Pinaceae,Tsuga heterophylla,SPECIES,2687210: Tsuga heterophylla Sarg.
Picea sitchensis (Bong.) Carrière,18,0.030775180950640565,5284827,Plantae,Tracheophyta,Pinales,Pinopsida,Picea,Pinaceae,Picea sitchensis,SPECIES,5284827: Picea sitchensis (Bong.) Carrière
Thuja plicata Donn ex D.Don,17,0.0428633669054861,2684171,Plantae,Tracheophyta,Pinales,Pinopsida,Thuja,Cupressaceae,Thuja plicata,SPECIES,2684171: Thuja plicata Donn ex D.Don
"Meconema meridionale A.Costa, 1860",17,0.04133957020814238,1690429,Animalia,Arthropoda,Orthoptera,Insecta,Meconema,Tettigoniidae,Meconema meridionale,SPECIES,"1690429: Meconema meridionale A.Costa, 1860"
Ailanthus altissima (Mill.) Swingle,17,0.040230114362583516,3190653,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Ailanthus,Simaroubaceae,Ailanthus altissima,SPECIES,3190653: Ailanthus altissima (Mill.) Swingle
Symphyotrichum lanceolatum (Willd.) G.L.Nesom,17,0.026501731784979863,9202318,Plantae,Tracheophyta,Asterales,Magnoliopsida,Symphyotrichum,Asteraceae,Symphyotrichum lanceolatum,SPECIES,"5406285: Aster lanceolatus Willd. | 8066155: Aster paniculatus Lam., 1783 | 9202318: Symphyotrichum lanceolatum (Willd.) G.L.Nesom"
Symphyotrichum novi-belgii (L.) G.L.Nesom,16,0.05707872087353556,3151558,Plantae,Tracheophyta,Asterales,Magnoliopsida,Symphyotrichum,Asteraceae,Symphyotrichum novi-belgii,SPECIES,3151558: Symphyotrichum novi-belgii (L.) G.L.Nesom | 5406382: Aster novi-belgii L.
Geranium endressii J.Gay,16,0.04580498603848168,2890502,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium endressii,SPECIES,2890502: Geranium endressii J.Gay
Nigella damascena L.,16,0.0420064795476524,5371702,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Nigella,Ranunculaceae,Nigella damascena,SPECIES,5371702: Nigella damascena L.
Silybum marianum Gaertn.,16,0.0356560064445393,3145214,Plantae,Tracheophyta,Asterales,Magnoliopsida,Silybum,Asteraceae,Silybum marianum,SPECIES,3145214: Silybum marianum Gaertn.
Lonicera pileata Oliv.,16,0.034967088793310355,5598915,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Lonicera,Caprifoliaceae,Lonicera pileata,SPECIES,5598915: Lonicera pileata Oliv. | 5599249: Lonicera nitida E.H.Wilson | 7691172: Lonicera ligustrina var. yunnanensis Franch.
Spiraea douglasii Hook.,16,0.03426386678433953,3027159,Plantae,Tracheophyta,Rosales,Magnoliopsida,Spiraea,Rosaceae,Spiraea douglasii,SPECIES,3027159: Spiraea douglasii Hook.
Hyacinthoides hispanica (Mill.) Rothm.,16,0.032319046671317235,5304257,Plantae,Tracheophyta,Asparagales,Liliopsida,Hyacinthoides,Asparagaceae,Hyacinthoides hispanica,SPECIES,5304257: Hyacinthoides hispanica (Mill.) Rothm.
Phalaris canariensis L.,16,0.025192178262401017,5289744,Plantae,Tracheophyta,Poales,Liliopsida,Phalaris,Poaceae,Phalaris canariensis,SPECIES,5289744: Phalaris canariensis L.
Geranium phaeum L.,15,0.050986782062512136,2891390,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium phaeum,SPECIES,2891390: Geranium phaeum L.
Setaria verticillata var. verticillata,15,0.04220556963221462,7226776,Plantae,Tracheophyta,Poales,Liliopsida,Setaria,Poaceae,Setaria verticillata,VARIETY,7226776: Setaria verticillata var. verticillata
"Nymphicus hollandicus (Kerr, 1792)",15,0.04047952723429106,2479977,Animalia,Chordata,Psittaciformes,Aves,Nymphicus,Psittacidae,Nymphicus hollandicus,SPECIES,"2479977: Nymphicus hollandicus (Kerr, 1792)"
Cannabis sativa L.,15,0.03692986057992888,5361880,Plantae,Tracheophyta,Rosales,Magnoliopsida,Cannabis,Cannabaceae,Cannabis sativa,SPECIES,5361880: Cannabis sativa L.
Goodyera repens R.Br.,15,0.03369076062689153,2840931,Plantae,Tracheophyta,Asparagales,Liliopsida,Goodyera,Orchidaceae,Goodyera repens,SPECIES,2840931: Goodyera repens R.Br.
"Pseudorasbora parva (Temminck & Schlegel, 1846)",14,0.09787480287653526,2362868,Animalia,Chordata,Cypriniformes,Actinopterygii,Pseudorasbora,Cyprinidae,Pseudorasbora parva,SPECIES,"2362868: Pseudorasbora parva (Temminck & Schlegel, 1846)"
Helianthus annuus L.,14,0.05905404148806349,9206251,Plantae,Tracheophyta,Asterales,Magnoliopsida,Helianthus,Asteraceae,Helianthus annuus,SPECIES,4252379: Helianthus annuus f. silvester Thell. | 9206251: Helianthus annuus L.
Hydrocotyle ranunculoides L.f.,14,0.05837036596260108,7978544,Plantae,Tracheophyta,Apiales,Magnoliopsida,Hydrocotyle,Apiaceae,Hydrocotyle ranunculoides,SPECIES,7978544: Hydrocotyle ranunculoides L.f.
Brassica rapa L.,14,0.04918013389076415,7903057,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Brassica,Brassicaceae,Brassica rapa,SPECIES,3042702: Brassica rapa subsp. chinensis (L.) P.Hanelt | 3042723: Brassica rapa subsp. campestris (L.) A.R.Clapham | 7225636: Brassica rapa subsp. rapa | 7903057: Brassica rapa L.
Veronica longifolia L.,14,0.04496263157889164,3172118,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Veronica,Plantaginaceae,Veronica longifolia,SPECIES,3172118: Veronica longifolia L.
Pilosella piloselloides (Vill.) Soják,14,0.04471923407266288,8288930,Plantae,Tracheophyta,Asterales,Magnoliopsida,Pilosella,Asteraceae,Pilosella piloselloides,SPECIES,3135608: Hieracium piloselloides Vill.
"Ferrissia californica (Rowell, 1863)",14,0.04382166090887234,9520065,Animalia,Mollusca,,Gastropoda,Ferrissia,Planorbidae,Ferrissia californica,SPECIES,"2291152: Ferrissia fragilis (Tryon, 1863) | 8075198: Ferrissia wautieri (Mirolli, 1960)"
Cotoneaster hjelmqvistii K.E.Flinck & B.Hylmö,14,0.03983468938262525,3026092,Plantae,Tracheophyta,Rosales,Magnoliopsida,Cotoneaster,Rosaceae,Cotoneaster hjelmqvistii,SPECIES,3026092: Cotoneaster hjelmqvistii K.E.Flinck & B.Hylmö
Alnus cordata (Loisel.) Duby,14,0.03881333910731098,2876607,Plantae,Tracheophyta,Fagales,Magnoliopsida,Alnus,Betulaceae,Alnus cordata,SPECIES,2876607: Alnus cordata (Loisel.) Duby
Pinus strobus L.,14,0.03796830192840435,5284982,Plantae,Tracheophyta,Pinales,Pinopsida,Pinus,Pinaceae,Pinus strobus,SPECIES,5284982: Pinus strobus L.
Amaranthus blitum L.,14,0.03437576527488371,8911082,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Amaranthus,Amaranthaceae,Amaranthus blitum,SPECIES,5384337: Amaranthus lividus L. | 5548741: Amaranthus lividus var. ascendens (Loisel.) Hayw. & Druce | 7323358: Amaranthus blitum subsp. blitum | 8911082: Amaranthus blitum L.
Vitis vinifera L.,14,0.03277965959930191,5372392,Plantae,Tracheophyta,Vitales,Magnoliopsida,Vitis,Vitaceae,Vitis vinifera,SPECIES,5372392: Vitis vinifera L. | 7222053: Vitis vinifera subsp. vinifera
Thymus vulgaris L.,14,0.031960256613620515,5341442,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Thymus,Lamiaceae,Thymus vulgaris,SPECIES,5341442: Thymus vulgaris L.
Erigeron karvinskianus DC.,14,0.03012118981301811,3147168,Plantae,Tracheophyta,Asterales,Magnoliopsida,Erigeron,Asteraceae,Erigeron karvinskianus,SPECIES,3147168: Erigeron karvinskianus DC.
Apera interrupta (L.) P.Beauv.,14,0.029052371980772863,5289643,Plantae,Tracheophyta,Poales,Liliopsida,Apera,Poaceae,Apera interrupta,SPECIES,5289643: Apera interrupta (L.) P.Beauv.
Ludwigia grandiflora (Michx.) Greuter & Burdet,14,0.02898810159679725,5421039,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Ludwigia,Onagraceae,Ludwigia grandiflora,SPECIES,5421039: Ludwigia grandiflora (Michx.) Greuter & Burdet
Eschscholzia californica Cham.,14,0.0275697624993375,2888380,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Eschscholzia,Papaveraceae,Eschscholzia californica,SPECIES,2888380: Eschscholzia californica Cham.
Lobularia maritima (L.) Desv.,14,0.026904064149318712,5373358,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Lobularia,Brassicaceae,Lobularia maritima,SPECIES,5373358: Lobularia maritima (L.) Desv.
Helianthus tuberosus L.,13,0.10220473262818959,3119175,Plantae,Tracheophyta,Asterales,Magnoliopsida,Helianthus,Asteraceae,Helianthus tuberosus,SPECIES,3119175: Helianthus tuberosus L.
"Threskiornis aethiopicus (Latham, 1790)",13,0.06382822421786506,2480764,Animalia,Chordata,Pelecaniformes,Aves,Threskiornis,Threskiornithidae,Threskiornis aethiopicus,SPECIES,"2480764: Threskiornis aethiopicus (Latham, 1790)"
Atriplex micrantha Ledeb.,13,0.06219571161184737,3083680,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Atriplex,Amaranthaceae,Atriplex micrantha,SPECIES,3083680: Atriplex micrantha Ledeb.
"Syrmaticus reevesii (J.E.Gray, 1829)",13,0.058651086623190796,2473477,Animalia,Chordata,Galliformes,Aves,Syrmaticus,Phasianidae,Syrmaticus reevesii,SPECIES,"2473477: Syrmaticus reevesii (J.E.Gray, 1829)"
