key	nubKey	scientificName	datasetKey	canonicalName	species	genus	family	order	class	phylum	kingdom	rank	speciesKey	taxonomicStatus	acceptedKey	accepted	locationId	locality	country	status	first_observed	last_observed	establishmentMeans	invasion stage	native range	degree of establishment	habitat	marine	freshwater	terrestrial	source	pathway_level1	pathway_level2
152544174	2153287	Zoropsis spinimana (Dufour, 1820)	6d9e952f-948c-4483-9807-575348147c7e	Zoropsis spinimana	Zoropsis spinimana	Zoropsis	Zoropsidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544174	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	2004	2018	INTRODUCED	established	Mediterranean To Russia		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148437949: Zoropsis spinimana (Dufour, 1820) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	""	""
152544178	4255472	Rudbeckia amplexicaulis Vahl	6d9e952f-948c-4483-9807-575348147c7e	Rudbeckia amplexicaulis	Rudbeckia amplexicaulis	Rudbeckia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544178	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1950	1950	INTRODUCED	casual	Northern America (WGSRPD:7)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265124: Rudbeckia amplexicaulis Vahl in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152544179	2153442	Brachypelma albopilosum Valerio, 1980	6d9e952f-948c-4483-9807-575348147c7e	Brachypelma albopilosum	Brachypelma albopilosum	Brachypelma	Theraphosidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544179	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1986	1986	INTRODUCED	introduced	Costa Rica (WGSRPD:80_COS)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148438069: Brachypelma albopilosum Valerio, 1980 in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	stowaway	container
152544181	3114229	Rudbeckia laciniata L.	6d9e952f-948c-4483-9807-575348147c7e	Rudbeckia laciniata	Rudbeckia laciniata	Rudbeckia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544181	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1849	2018	INTRODUCED	established	Northern America (WGSRPD:7)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265318: Rudbeckia laciniata L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152544182	2153712	Grammostola rosea (Walckenaer, 1837)	6d9e952f-948c-4483-9807-575348147c7e	Grammostola rosea	Grammostola rosea	Grammostola	Theraphosidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544182	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	2008	2008	INTRODUCED	introduced	Bolivia, Chile, Argentina		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148438071: Grammostola rosea (Walckenaer, 1837) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	stowaway	container
152544183	3114249	Rudbeckia fulgida Ait.	6d9e952f-948c-4483-9807-575348147c7e	Rudbeckia fulgida	Rudbeckia fulgida	Rudbeckia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544183	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1928	2017	INTRODUCED	casual	Northern America (WGSRPD:7)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265337: Rudbeckia fulgida Ait. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152544185	3114225	Rudbeckia hirta L.	6d9e952f-948c-4483-9807-575348147c7e	Rudbeckia hirta	Rudbeckia hirta	Rudbeckia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544185	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1926	2017	INTRODUCED	casual	Northern America (WGSRPD:7)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265121: Rudbeckia hirta L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152544186	2153759	Phormictopus cancerides (Latreille, 1806)	6d9e952f-948c-4483-9807-575348147c7e	Phormictopus cancerides	Phormictopus cancerides	Phormictopus	Theraphosidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544186	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	2008	2008	INTRODUCED	introduced	Caribbean To Brazil		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148438065: Phormictopus cancerides (Latreille, 1806) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	""	""
152544188	2153791	Chaetopelma olivaceum (C.L.Koch, 1841)	6d9e952f-948c-4483-9807-575348147c7e	Chaetopelma olivaceum	Chaetopelma olivaceum	Chaetopelma	Theraphosidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544188	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	2011	2011	INTRODUCED	introduced	Cyprus, Turkey, Middle East, Egypt, Sudan		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148438067: Chaetopelma olivaceum (C.L. Koch, 1841) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	contaminant	food
152544191	3114343	Athanasia trifurcata L.	6d9e952f-948c-4483-9807-575348147c7e	Athanasia trifurcata	Athanasia trifurcata	Athanasia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544191	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1909	1912	INTRODUCED	casual	Africa (WGSRPD:2)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265102: Athanasia trifurcata L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	on_animals
152544194	2155557	Selenops radiatus Latreille, 1819	6d9e952f-948c-4483-9807-575348147c7e	Selenops radiatus	Selenops radiatus	Selenops	Selenopidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544194	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	2004	2004	INTRODUCED	introduced	Mediterranean, Africa, India, Myanmar, China		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148437930: Selenops radiatus Latreille, 1819 in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	""	""
152544195	9448191	Carduus nutans subsp. leiophyllus (Petrovic) Arènes	6d9e952f-948c-4483-9807-575348147c7e	Carduus nutans leiophyllus		Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES		ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1908	2017	INTRODUCED	casual	Africa (WGSRPD:2)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265132: Carduus nutans L. subsp. leiophyllus (Petrovič) Arènes in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152544195	9448191	Carduus nutans subsp. leiophyllus (Petrovic) Arènes	6d9e952f-948c-4483-9807-575348147c7e	Carduus nutans leiophyllus		Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES		ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1908	2017	INTRODUCED	casual	Europe (WGSRPD:1)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265132: Carduus nutans L. subsp. leiophyllus (Petrovič) Arènes in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152544195	9448191	Carduus nutans subsp. leiophyllus (Petrovic) Arènes	6d9e952f-948c-4483-9807-575348147c7e	Carduus nutans leiophyllus		Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES		ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1908	2017	INTRODUCED	casual	temperate Asia (WGSRPD:3)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265132: Carduus nutans L. subsp. leiophyllus (Petrovič) Arènes in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152544198	4210773	Carduus vivariensis Jord.	6d9e952f-948c-4483-9807-575348147c7e	Carduus vivariensis	Carduus vivariensis	Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544198	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1897	1965	INTRODUCED	casual	Europe (WGSRPD:1)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265135: Carduus vivariensis Jord. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152544199	2149679	Holocnemus pluchei (Scopoli, 1763)	6d9e952f-948c-4483-9807-575348147c7e	Holocnemus pluchei	Holocnemus pluchei	Holocnemus	Pholcidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544199	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1994	2010	INTRODUCED	established	Mediterranean, Northern Africa		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148438018: Holocnemus pluchei (Scopoli, 1763) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	""	""
152544200	3114667	Carduus pycnocephalus L.	6d9e952f-948c-4483-9807-575348147c7e	Carduus pycnocephalus	Carduus pycnocephalus	Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544200	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1850	2018	INTRODUCED	casual	Africa (WGSRPD:2)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265152: Carduus pycnocephalus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	on_animals
152544200	3114667	Carduus pycnocephalus L.	6d9e952f-948c-4483-9807-575348147c7e	Carduus pycnocephalus	Carduus pycnocephalus	Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544200	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1850	2018	INTRODUCED	casual	Europe (WGSRPD:1)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265152: Carduus pycnocephalus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	on_animals
152544200	3114667	Carduus pycnocephalus L.	6d9e952f-948c-4483-9807-575348147c7e	Carduus pycnocephalus	Carduus pycnocephalus	Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544200	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1850	2018	INTRODUCED	casual	temperate Asia (WGSRPD:3)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265152: Carduus pycnocephalus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	on_animals
152544200	3114667	Carduus pycnocephalus L.	6d9e952f-948c-4483-9807-575348147c7e	Carduus pycnocephalus	Carduus pycnocephalus	Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544200	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1850	2018	INTRODUCED	casual	Africa (WGSRPD:2)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265152: Carduus pycnocephalus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152544200	3114667	Carduus pycnocephalus L.	6d9e952f-948c-4483-9807-575348147c7e	Carduus pycnocephalus	Carduus pycnocephalus	Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544200	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1850	2018	INTRODUCED	casual	Europe (WGSRPD:1)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265152: Carduus pycnocephalus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152544200	3114667	Carduus pycnocephalus L.	6d9e952f-948c-4483-9807-575348147c7e	Carduus pycnocephalus	Carduus pycnocephalus	Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544200	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1850	2018	INTRODUCED	casual	temperate Asia (WGSRPD:3)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265152: Carduus pycnocephalus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152544202	2149847	Spermophora senoculata (Dugès, 1836)	6d9e952f-948c-4483-9807-575348147c7e	Spermophora senoculata	Spermophora senoculata	Spermophora	Pholcidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544202	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1998	1998	INTRODUCED	introduced	Near East		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148438022: Spermophora senoculata (Dugès, 1836) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	""	""
152544203	3114679	Carduus hamulosus Ehrh.	6d9e952f-948c-4483-9807-575348147c7e	Carduus hamulosus	Carduus hamulosus	Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544203	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1876	1877	INTRODUCED	casual	Europe (WGSRPD:1)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265150: Carduus hamulosus Ehrh. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152544203	3114679	Carduus hamulosus Ehrh.	6d9e952f-948c-4483-9807-575348147c7e	Carduus hamulosus	Carduus hamulosus	Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544203	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1876	1877	INTRODUCED	casual	temperate Asia (WGSRPD:3)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265150: Carduus hamulosus Ehrh. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152544205	2149761	Micropholcus fauroti (Simon, 1887)	6d9e952f-948c-4483-9807-575348147c7e	Micropholcus fauroti	Micropholcus fauroti	Micropholcus	Pholcidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544205	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	2001	2004	INTRODUCED	established	Temperate Asia		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148438024: Micropholcus fauroti (Simon, 1887) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	stowaway	container
152544206	3114643	Carduus acanthoides L.	6d9e952f-948c-4483-9807-575348147c7e	Carduus acanthoides	Carduus acanthoides	Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544206	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1866	2018	INTRODUCED	established	Europe (WGSRPD:1)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265268: Carduus acanthoides L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	""	""
152544206	3114643	Carduus acanthoides L.	6d9e952f-948c-4483-9807-575348147c7e	Carduus acanthoides	Carduus acanthoides	Carduus	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544206	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1866	2018	INTRODUCED	established	temperate Asia (WGSRPD:3)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265268: Carduus acanthoides L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	""	""
152544209	2150043	Crossopriza lyoni (Blackwall, 1867)	6d9e952f-948c-4483-9807-575348147c7e	Crossopriza lyoni	Crossopriza lyoni	Crossopriza	Pholcidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544209	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	2001	2006	INTRODUCED	established	Africa (WGSRPD:2)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148438015: Crossopriza lyoni (Blackwall, 1867) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	stowaway	container
152544210	2149911	Pholcus Walckenaer, 1805	6d9e952f-948c-4483-9807-575348147c7e	Pholcus		Pholcus	Pholcidae	Araneae	Arachnida	Arthropoda	Animalia	GENUS		ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	2015	2015	INTRODUCED	introduced			terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148438016: Pholcus in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	""	""
152544211	8002952	Ambrosia artemisiifolia L.	6d9e952f-948c-4483-9807-575348147c7e	Ambrosia artemisiifolia	Ambrosia artemisiifolia	Ambrosia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544211	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1883	2018	INTRODUCED	established	Northern America (WGSRPD:7)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265245: Ambrosia artemisiifolia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	""
152544211	8002952	Ambrosia artemisiifolia L.	6d9e952f-948c-4483-9807-575348147c7e	Ambrosia artemisiifolia	Ambrosia artemisiifolia	Ambrosia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544211	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1883	2018	INTRODUCED	established	Northern America (WGSRPD:7)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265245: Ambrosia artemisiifolia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	on_animals
152544211	8002952	Ambrosia artemisiifolia L.	6d9e952f-948c-4483-9807-575348147c7e	Ambrosia artemisiifolia	Ambrosia artemisiifolia	Ambrosia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544211	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1883	2018	INTRODUCED	established	Northern America (WGSRPD:7)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265245: Ambrosia artemisiifolia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152544211	8002952	Ambrosia artemisiifolia L.	6d9e952f-948c-4483-9807-575348147c7e	Ambrosia artemisiifolia	Ambrosia artemisiifolia	Ambrosia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544211	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1883	2018	INTRODUCED	established	Northern America (WGSRPD:7)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265245: Ambrosia artemisiifolia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	corridor	""
152544211	8002952	Ambrosia artemisiifolia L.	6d9e952f-948c-4483-9807-575348147c7e	Ambrosia artemisiifolia	Ambrosia artemisiifolia	Ambrosia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544211	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1883	2018	INTRODUCED	established	Northern America (WGSRPD:7)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265245: Ambrosia artemisiifolia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	natural_dispersal	
152544211	8002952	Ambrosia artemisiifolia L.	6d9e952f-948c-4483-9807-575348147c7e	Ambrosia artemisiifolia	Ambrosia artemisiifolia	Ambrosia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544211	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1883	2018	INTRODUCED	established	Northern America (WGSRPD:7)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265245: Ambrosia artemisiifolia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	release	""
152544211	8002952	Ambrosia artemisiifolia L.	6d9e952f-948c-4483-9807-575348147c7e	Ambrosia artemisiifolia	Ambrosia artemisiifolia	Ambrosia	Asteraceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152544211	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	1883	2018	INTRODUCED	established	Northern America (WGSRPD:7)		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141265245: Ambrosia artemisiifolia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2019). Manual of the Alien Plants of Belgium. Version 1.8. Botanic Garden Meise. Checklist dataset https://doi.org/10.15468/wtda1m	stowaway	""
152544212	2149992	Pholcus opilionoides (Schrank, 1781)	6d9e952f-948c-4483-9807-575348147c7e	Pholcus opilionoides	Pholcus opilionoides	Pholcus	Pholcidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544212	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	2003	2006	INTRODUCED	established	Europe To Azerbaijan, Egypt		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148438026: Pholcus opilionoides  (Schrank, 1781) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	""	""
152544214	2150089	Artema atlanta Walckenaer, 1837	6d9e952f-948c-4483-9807-575348147c7e	Artema atlanta	Artema atlanta	Artema	Pholcidae	Araneae	Arachnida	Arthropoda	Animalia	SPECIES	152544214	ACCEPTED			ISO_3166-2:BE	Belgium	BE	PRESENT	2001	2001	INTRODUCED	introduced	Northern Africa And Middle East		terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/148438020: Artema atlanta Walckenaer, 1837 in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2018). Ad hoc checklist of alien species in Belgium. Version 1.2. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	""	""
